PHỤ LỤC E
Đặc tả danh mục đơn vị hành chính Ban hành kèm theo Công văn số 915/CTK-CSCL ngày 16 tháng 6 năm 2025 của Cục Thống kê
E.1. DANH MỤC VÀ MÃ SỐ CÁC ĐƠN VỊ HÀNH CHÍNH CẤP TỈNH

E.2. DANH MỤC VÀ MÃ SỐ CÁC ĐƠN VỊ HÀNH CHÍNH CẤP XÃ

E.3. CHUYỂN ĐỔI ĐƠN VỊ HÀNH CHÍNH SANG XSD
Chuyển đổi dữ liệu của đơn vị hành chính cấp Tỉnh và Xã sang định nghĩa SimpleType trong cấu trúc đặc tả bằng ngôn ngữ XSD


--- TABLE 1 ---
Stt	Mã số	Tên 34 tỉnh sau sáp nhập
1	01	Thành phố Hà Nội
2	04	Cao Bằng
3	08	Tuyên Quang
4	11	Điện Biên
5	12	Lai Châu
6	14	Sơn La
7	15	Lào Cai
8	19	Thái Nguyên
9	20	Lạng Sơn
10	22	Quảng Ninh
11	24	Bắc Ninh
12	25	Phú Thọ
13	31	Thành phố Hải Phòng
14	33	Hưng Yên
15	37	Ninh Bình
16	38	Thanh Hóa
17	40	Nghệ An
18	42	Hà Tĩnh
19	44	Quảng Trị
20	46	Thành phố Huế
21	48	Thành phố Đà Nẵng
22	51	Quảng Ngãi
23	52	Gia Lai
24	56	Khánh Hòa
25	66	Đắk Lắk
26	68	Lâm Đồng
27	75	Đồng Nai
28	79	Thành phố Hồ Chí Minh
29	80	Tây Ninh
30	82	Đồng Tháp
31	86	Vĩnh Long
32	91	An Giang
33	92	Thành phố Cần Thơ
34	96	Cà Mau

--- TABLE 2 ---
Stt	Mã số	Tên đơn vị hành chính	Tỉnh (thành phố)
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15025">
                <xs:annotation>
                    <xs:documentation> Xã Mường Mìn - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15007">
                <xs:annotation>
                    <xs:documentation> Xã Tam Thanh - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15019">
                <xs:annotation>
                    <xs:documentation> Xã Tam Lư - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15016">
                <xs:annotation>
                    <xs:documentation> Xã Quan Sơn - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15001">
                <xs:annotation>
                    <xs:documentation> Xã Trung Hạ - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15055">
                <xs:annotation>
                    <xs:documentation> Xã Linh Sơn - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15058">
                <xs:annotation>
                    <xs:documentation> Xã Đồng Lương - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15049">
                <xs:annotation>
                    <xs:documentation> Xã Văn Phú - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15043">
                <xs:annotation>
                    <xs:documentation> Xã Giao An - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15031">
                <xs:annotation>
                    <xs:documentation> Xã Yên Khương - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15034">
                <xs:annotation>
                    <xs:documentation> Xã Yên Thắng - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="14974">
                <xs:annotation>
                    <xs:documentation> Xã Văn Nho - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="14980">
                <xs:annotation>
                    <xs:documentation> Xã Thiết Ống - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="14923">
                <xs:annotation>
                    <xs:documentation> Xã Bá Thước - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="14959">
                <xs:annotation>
                    <xs:documentation> Xã Cổ Lũng - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="14956">
                <xs:annotation>
                    <xs:documentation> Xã Pù Luông - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="14950">
                <xs:annotation>
                    <xs:documentation> Xã Điền Lư - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="14932">
                <xs:annotation>
                    <xs:documentation> Xã Điền Quang - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="14953">
                <xs:annotation>
                    <xs:documentation> Xã Quý Lương - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15061">
                <xs:annotation>
                    <xs:documentation> Xã Ngọc Lặc - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15085">
                <xs:annotation>
                    <xs:documentation> Xã Thạch Lập - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15091">
                <xs:annotation>
                    <xs:documentation> Xã Ngọc Liên - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15124">
                <xs:annotation>
                    <xs:documentation> Xã Minh Sơn - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15115">
                <xs:annotation>
                    <xs:documentation> Xã Nguyệt Ấn - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15118">
                <xs:annotation>
                    <xs:documentation> Xã Kiên Thọ - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15142">
                <xs:annotation>
                    <xs:documentation> Xã Cẩm Thạch - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15127">
                <xs:annotation>
                    <xs:documentation> Xã Cẩm Thủy - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15148">
                <xs:annotation>
                    <xs:documentation> Xã Cẩm Tú - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15163">
                <xs:annotation>
                    <xs:documentation> Xã Cẩm Vân - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15178">
                <xs:annotation>
                    <xs:documentation> Xã Cẩm Tân - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15187">
                <xs:annotation>
                    <xs:documentation> Xã Kim Tân - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15190">
                <xs:annotation>
                    <xs:documentation> Xã Vân Du - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15250">
                <xs:annotation>
                    <xs:documentation> Xã Ngọc Trạo - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15211">
                <xs:annotation>
                    <xs:documentation> Xã Thạch Bình - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15229">
                <xs:annotation>
                    <xs:documentation> Xã Thành Vinh - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15199">
                <xs:annotation>
                    <xs:documentation> Xã Thạch Quảng - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16174">
                <xs:annotation>
                    <xs:documentation> Xã Như Xuân - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16225">
                <xs:annotation>
                    <xs:documentation> Xã Thượng Ninh - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16177">
                <xs:annotation>
                    <xs:documentation> Xã Xuân Bình - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16186">
                <xs:annotation>
                    <xs:documentation> Xã Hóa Quỳ - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16207">
                <xs:annotation>
                    <xs:documentation> Xã Thanh Quân - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16219">
                <xs:annotation>
                    <xs:documentation> Xã Thanh Phong - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16234">
                <xs:annotation>
                    <xs:documentation> Xã Xuân Du - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16249">
                <xs:annotation>
                    <xs:documentation> Xã Mậu Lâm - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16228">
                <xs:annotation>
                    <xs:documentation> Xã Như Thanh - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16264">
                <xs:annotation>
                    <xs:documentation> Xã Yên Thọ - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16258">
                <xs:annotation>
                    <xs:documentation> Xã Xuân Thái - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16273">
                <xs:annotation>
                    <xs:documentation> Xã Thanh Kỳ - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15607">
                <xs:annotation>
                    <xs:documentation> Xã Bát Mọt - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15610">
                <xs:annotation>
                    <xs:documentation> Xã Yên Nhân - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15628">
                <xs:annotation>
                    <xs:documentation> Xã Lương Sơn - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15646">
                <xs:annotation>
                    <xs:documentation> Xã Thường Xuân - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15634">
                <xs:annotation>
                    <xs:documentation> Xã Luận Thành - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15661">
                <xs:annotation>
                    <xs:documentation> Xã Tân Thành - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15622">
                <xs:annotation>
                    <xs:documentation> Xã Vạn Xuân - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15643">
                <xs:annotation>
                    <xs:documentation> Xã Thắng Lộc - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="15658">
                <xs:annotation>
                    <xs:documentation> Xã Xuân Chinh - Tỉnh Thanh Hóa</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17329">
                <xs:annotation>
                    <xs:documentation> Xã Anh Sơn - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17380">
                <xs:annotation>
                    <xs:documentation> Xã Yên Xuân - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17344">
                <xs:annotation>
                    <xs:documentation> Xã Nhân Hòa - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17365">
                <xs:annotation>
                    <xs:documentation> Xã Anh Sơn Đông - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17357">
                <xs:annotation>
                    <xs:documentation> Xã Vĩnh Tường - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17335">
                <xs:annotation>
                    <xs:documentation> Xã Thành Bình Thọ - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17254">
                <xs:annotation>
                    <xs:documentation> Xã Con Cuông  - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17263">
                <xs:annotation>
                    <xs:documentation> Xã Môn Sơn - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17239">
                <xs:annotation>
                    <xs:documentation> Xã Mậu Thạch - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17242">
                <xs:annotation>
                    <xs:documentation> Xã Cam Phục - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17248">
                <xs:annotation>
                    <xs:documentation> Xã Châu Khê - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17230">
                <xs:annotation>
                    <xs:documentation> Xã Bình Chuẩn - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17464">
                <xs:annotation>
                    <xs:documentation> Xã Diễn Châu - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17416">
                <xs:annotation>
                    <xs:documentation> Xã Đức Châu - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17443">
                <xs:annotation>
                    <xs:documentation> Xã Quảng Châu - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17419">
                <xs:annotation>
                    <xs:documentation> Xã Hải Châu - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17488">
                <xs:annotation>
                    <xs:documentation> Xã Tân Châu - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17479">
                <xs:annotation>
                    <xs:documentation> Xã An Châu - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17476">
                <xs:annotation>
                    <xs:documentation> Xã Minh Châu - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17395">
                <xs:annotation>
                    <xs:documentation> Xã Hùng Châu - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17662">
                <xs:annotation>
                    <xs:documentation> Xã Đô Lương  - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17623">
                <xs:annotation>
                    <xs:documentation> Xã Bạch Ngọc - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17677">
                <xs:annotation>
                    <xs:documentation> Xã Văn Hiến - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17707">
                <xs:annotation>
                    <xs:documentation> Xã Bạch Hà - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17689">
                <xs:annotation>
                    <xs:documentation> Xã Thuần Trung - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17641">
                <xs:annotation>
                    <xs:documentation> Xã Lương Sơn - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17110">
                <xs:annotation>
                    <xs:documentation> Phường Hoàng Mai - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17128">
                <xs:annotation>
                    <xs:documentation> Phường Tân Mai - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17125">
                <xs:annotation>
                    <xs:documentation> Phường Quỳnh Mai - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="18001">
                <xs:annotation>
                    <xs:documentation> Xã Hưng Nguyên - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="18007">
                <xs:annotation>
                    <xs:documentation> Xã Yên Trung - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="18028">
                <xs:annotation>
                    <xs:documentation> Xã Hưng Nguyên Nam  - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="18040">
                <xs:annotation>
                    <xs:documentation> Xã Lam Thành - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16813">
                <xs:annotation>
                    <xs:documentation> Xã Mường Xén - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16849">
                <xs:annotation>
                    <xs:documentation> Xã Hữu Kiệm - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16837">
                <xs:annotation>
                    <xs:documentation> Xã Nậm Cắn - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16855">
                <xs:annotation>
                    <xs:documentation> Xã Chiêu Lưu - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16834">
                <xs:annotation>
                    <xs:documentation> Xã Na Loi - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16858">
                <xs:annotation>
                    <xs:documentation> Xã Mường Típ - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16870">
                <xs:annotation>
                    <xs:documentation> Xã Na Ngoi - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16816">
                <xs:annotation>
                    <xs:documentation> Xã Mỹ Lý - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16819">
                <xs:annotation>
                    <xs:documentation> Xã Bắc Lý - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16822">
                <xs:annotation>
                    <xs:documentation> Xã Keng Đu - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16828">
                <xs:annotation>
                    <xs:documentation> Xã Huồi Tụ - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16831">
                <xs:annotation>
                    <xs:documentation> Xã Mường Lống - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17950">
                <xs:annotation>
                    <xs:documentation> Xã Vạn An - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17935">
                <xs:annotation>
                    <xs:documentation> Xã Nam Đàn - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17944">
                <xs:annotation>
                    <xs:documentation> Xã Đại Huệ - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17989">
                <xs:annotation>
                    <xs:documentation> Xã Thiên Nhẫn - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17971">
                <xs:annotation>
                    <xs:documentation> Xã Kim Liên - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16941">
                <xs:annotation>
                    <xs:documentation> Xã Nghĩa Đàn - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16969">
                <xs:annotation>
                    <xs:documentation> Xã Nghĩa Thọ - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16951">
                <xs:annotation>
                    <xs:documentation> Xã Nghĩa Lâm - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16975">
                <xs:annotation>
                    <xs:documentation> Xã Nghĩa Mai - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16972">
                <xs:annotation>
                    <xs:documentation> Xã Nghĩa Hưng - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17032">
                <xs:annotation>
                    <xs:documentation> Xã Nghĩa Khánh - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17029">
                <xs:annotation>
                    <xs:documentation> Xã Nghĩa Lộc - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17827">
                <xs:annotation>
                    <xs:documentation> Xã Nghi Lộc - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17857">
                <xs:annotation>
                    <xs:documentation> Xã Phúc Lộc - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17878">
                <xs:annotation>
                    <xs:documentation> Xã Đông Lộc - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17866">
                <xs:annotation>
                    <xs:documentation> Xã Trung Lộc - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17842">
                <xs:annotation>
                    <xs:documentation> Xã Thần Lĩnh - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17833">
                <xs:annotation>
                    <xs:documentation> Xã Hải Lộc - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17854">
                <xs:annotation>
                    <xs:documentation> Xã Văn Kiều - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16738">
                <xs:annotation>
                    <xs:documentation> Xã Quế Phong - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16750">
                <xs:annotation>
                    <xs:documentation> Xã Tiền Phong - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16756">
                <xs:annotation>
                    <xs:documentation> Xã Tri Lễ - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16774">
                <xs:annotation>
                    <xs:documentation> Xã Mường Quàng - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16744">
                <xs:annotation>
                    <xs:documentation> Xã Thông Thụ - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16777">
                <xs:annotation>
                    <xs:documentation> Xã Quỳ Châu - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16792">
                <xs:annotation>
                    <xs:documentation> Xã Châu Tiến - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16801">
                <xs:annotation>
                    <xs:documentation> Xã Hùng Chân - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="16804">
                <xs:annotation>
                    <xs:documentation> Xã Châu Bình - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17035">
                <xs:annotation>
                    <xs:documentation> Xã Quỳ Hợp  - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17059">
                <xs:annotation>
                    <xs:documentation> Xã Tam Hợp - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17056">
                <xs:annotation>
                    <xs:documentation> Xã Châu Lộc - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17044">
                <xs:annotation>
                    <xs:documentation> Xã Châu Hồng - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17077">
                <xs:annotation>
                    <xs:documentation> Xã Mường Ham - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17089">
                <xs:annotation>
                    <xs:documentation> Xã Mường Chọng - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17071">
                <xs:annotation>
                    <xs:documentation> Xã Minh Hợp - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17179">
                <xs:annotation>
                    <xs:documentation> Xã Quỳnh Lưu - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17143">
                <xs:annotation>
                    <xs:documentation> Xã Quỳnh Văn - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17176">
                <xs:annotation>
                    <xs:documentation> Xã Quỳnh Anh - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17149">
                <xs:annotation>
                    <xs:documentation> Xã Quỳnh Tam - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17212">
                <xs:annotation>
                    <xs:documentation> Xã Quỳnh Phú - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17152">
                <xs:annotation>
                    <xs:documentation> Xã Quỳnh Sơn - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17224">
                <xs:annotation>
                    <xs:documentation> Xã Quỳnh Thắng - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17266">
                <xs:annotation>
                    <xs:documentation> Xã Tân Kỳ  - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17272">
                <xs:annotation>
                    <xs:documentation> Xã Tân Phú - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17305">
                <xs:annotation>
                    <xs:documentation> Xã Tân An  - Tỉnh Nghệ An</xs:documentation>
                </xs:annotation>
            </xs:enumeration>
            <xs:enumeration value="17284">
